coffee_shop_name,Text,star_rating
Mozart’s Coffee Roasters ," 11/27/2016 Updated review 2 check-ins Buy 4 bags of coffee, get the 5th free! Highly recommend their Hyde Park blend!! -bit on the pricey side, but makes a great present :) ", pos 
Mozart’s Coffee Roasters ," 9/26/2016 Such an awesome place to have some coffee or baked goods. There is free wifi and both indoor and outdoor seating. The view is spectacular of lake Travis. There are fishes, ducks, and turtles on the lake.  Parking in the area is a bit limited due to having more than one restaurant there. If you don't find parking in that same lot, there is more parking  across the street.  I had the mozart's mocha special which tasted so good. I will definitely be back again. See all photos from Kristin S. for Mozart's Coffee Roasters ", pos 
Mozart’s Coffee Roasters ," 9/21/2016 1 check-in Scenery 10/10. Coffee 10/10. More can you ask for !  Mozart can be super casual, super romantic, super exciting, super calming. This place has more out door seating than indoor. That's because they have a big patio that is two stories high. It looks over a beautiful lake. You can watch people riding their boats, jet skis, etc.  They had so many choices of drinks it was hard to choose! I tried their latte on tap and it was really good! who knew! ice latte on tap? The price range is just a little on the pricey side but i think its worth :)  I really enjoyed coming here with my best friend. I would definitely recommend this place for any occasion ^^ Hazelnut Latte Large ", pos 
Mozart’s Coffee Roasters ," 11/23/2016 1 check-in This is a pretty famous cafe. On the weekends, it's usually so busy that you have to park in a parking lot up the street. The cafe has a board walk type vibe and you can sit in a lovely indoor patio overlooking a nice view of the water. The coffee is strong. But I gave this place an extra star because of the combination of the view and the pastry selection. They had honest to god home made churros that were to die for! ", pos 
Mozart’s Coffee Roasters ," 6/18/2016 Stunning location and the view is astonishing! Huge patio with lots of seating, most people here take up the indoor spots for all day, lots of tourists. It can be very distractive at times, especially sometimes there are a lot of children running on the deck!  Jazz live music on the weekend is very relaxing (it's free, so tip please). Coffee is pretty good for the price, house mocha is my favorite. It is very rich and chocolate makes study a bit more enjoyable.  Pastries are okay. Sometimes the cake has the old /fridge taste. Nasty! But most of the time, cakes are pretty good.  Wifi is extremely poor here. Very hard to get things done while trying to connect to their internets over and over again. ", neutral 
Mozart’s Coffee Roasters , 9/17/2016 1 check-in One of the best coffee places in Austin. Right on the water with lots of outdoor seating (and shade). Beautiful views of Lake Austin. And you can get endless coffee if you're working there for a while. Parking can be a bit difficult though. , pos 
Mozart’s Coffee Roasters ," 5/3/2016 3 check-ins Listed in Yelp 100 Challenge 2016, sweet tooth fix, Cafe Joints, Austin This is a hit-or-miss place for me. There are times when I come and get the best service and other times, the employees act like I'm an annoyance. The pastries are okay, but I wouldn't say it's worth the drive to come all the way out here and get them.  The thing I like about this place is coming during the winter holidays. There are lights strewed on the wall and it's cute to watch. They have a nice patio where you could bring your drinks and pastries and enjoy them outdoors with a cute little view. ", neutral 
Mozart’s Coffee Roasters ," 4/17/2016 5 check-ins Tons of drink and pastry choices. The parking is minimal but there is parking across the street. All things aside .. the best thing about this place is the ambience and the view of the water. They have yearly events around Christmas and do an amazing light show with music. It really is amazing and worth sitting out in the cold weather for a few minutes! There are usually a lot of students during the school year but you don't feel shy because there are plenty of adults there, too! hehe  I really love this place and would go here all the time if it were closer to where I live. Thankfully they are a ways out for me so I don't end up spending a fortune on their drinks and sweets.  The service isn't the best so just be patient and remember the view is awesome! :D ", pos 
Mozart’s Coffee Roasters ," 7/24/2016 1 check-in Mozart's was the first place I was asked to visit when I said I was moving to Austin, 6 years ago. Since then, I've been here a few times, and have always found it a bit overwhelming. The location can't be beat- on the lake, plenty of seating (outdoors particularly hellish in the summer) and sweet treats including Amy's ice cream. Coffee, free wifi, and the occasional duck on the lake. Pretty place. There's live music at times, too. If you're the type that doesn't care that it's touristy and crowded at all times, if you can tune out all the noise, and if you can find a seat indoors (for most of the year), you'll love it. You'll also love it if you're a people watcher. All kinds come and go here. Also, expect to have slightly stale cake in the evening. ", neutral 
Mozart’s Coffee Roasters ," 7/19/2016 1 check-in Mozart's is in a great spot on Lake Austin!  The view is amazing!  It is a bit touristy here, which is ok sometimes.  Other times it can feel a bit crowded here.  The tea is good and the hot chocolate is awesome!  It is a little expensive in my opinion, but they have options which is nice.  During the holidays they do a laser light show ... for FREE which is so nice of them.  Beware it draws a ton of people.  Even though there is a huge crowd I felt like it was organized and done well, but I probably wouldn't come back because of the crowd.  The outside deck offers lots of seating in addition to the indoor space.  Mozart's a cool spot to check out if you ask me. ", neutral 
Mozart’s Coffee Roasters ," 5/14/2016 Updated review 1 check-in I give This 4-stars because of its beautiful views of the lake and the ambiance in general.  Their coffee and tea is not anything that has blown me away. It's definitely good, but not much different than other cups of coffee and tea you can find around the area.  On the other hand, the views from the coffeehouse are unbeatable by any other coffeehouse in Austin. You can relax and just watch the sunset while you study or work. It's a great place to meet with friends (both small and big groups) because of the amount of seating available. The cafe is almost always full during peak hours, but there is good enough turnover so that you should be able to find seating fairly quickly. The outdoor seating is also perfect for those days that Austin weather cooperates.  Their deli items are good, but again, not much different than you could get at a typical cafe in Austin.  I definitely recommend coming here, though, during your visit to Austin, especially for the view. ", pos 
Mozart’s Coffee Roasters , 9/4/2016 1 check-in I love this place! They have great view and best Frappos! Came here everyday when I was in Austin haha! , pos 
Mozart’s Coffee Roasters ," 10/9/2016 Great coffee with bottomless cold brew and pastries. You can watch the coffee bring ground up in the corner, then walk outside and enjoy the view on Lake Austin. Parking is a bit of a mess, but the view is well worth it. ", pos 
Mozart’s Coffee Roasters ," 5/5/2016 1 check-in Come for the coffee and stay for the view. This place has amazing reviews and it deserves it. It sits on the lake and there's a couple of restaurants nearby.  They have a good amount of options for dessert. I got a tiramisu and Mexican hot chocolate. The tiramisu was too dry unfortunately. The Mexican hot chocolate tastes exactly like ""Abuelita Hot Chocolate"" which isn't a bad thing!  Lots of seating outside, inside not so much. This was a must stop in Austin. ", pos 
Mozart’s Coffee Roasters ," 8/2/2016 Let's start with the fact that the view and feel of this place is just simply the best. I wish I lived in Austin just to come here every weekend and sip on coffee.  Shaded porch overlooking the lake, so peaceful, I can't imagine a better place to relax with a cup coffee. We only ordered an Iced Draft Latte and hot vanilla latte but they were both fantastic. Would definitely return!  Note, bring your pup to relax with you and enjoy the free wifi! Honestly I wouldn't want to spend a Sunday morning anywhere else! ", pos 
Mozart’s Coffee Roasters ," 9/28/2016 Wi-Fi passcode is mozartsnet  This is one of my favorite coffee shops around. The view is priceless, coffee and food is great as well ", pos 
Mozart’s Coffee Roasters ," 6/20/2016 1 check-in I have no idea how the coffee is at Mozart's. I've always been here late in the evening, so I've just never had the coffee, or at least I don't remember it if I have. The Italian sodas are good, and the ice creams (Amy's) and desserts are quite good. Add the lakeside and the live music and the crowd, and usually it's a magical combo that's greater than the sum of it's parts.  Quintessentially Austin. ", pos 
Mozart’s Coffee Roasters ," 12/20/2015 1 check-in I am reviewing their light show! Mozart's light show is absolutely amazing. It blows my mind every year, and it's different every year! There are some songs that are the same but they do always change it up. There is plenty of seating and they don't pressure you to buy anything while you watch the show. Mozart's light show is definitely something you must see when you're in Austin for the christmas time. Pre-light show ", pos 
Mozart’s Coffee Roasters ," 11/18/2016 1 check-in Love the vibes, iced mocha and macaroons and sweet birds serenade, and then the phone rang. Jerked me back to reality, ouch! ", pos 
Mozart’s Coffee Roasters ," 10/24/2016 This place is great when visiting Austin! Beautiful scenery, amazing desserts, and great coffee drinks- they also have smoothies! Try the mousse- so creamy and great flavor! The iced cappuccino is unique and really good- and the smoothies are made fresh with filling! See all photos from Genessa W. for Mozart's Coffee Roasters ", pos 
Mozart’s Coffee Roasters ," 11/21/2015 1 check-in Listed in Vegetarian Food + Austin This is my kind of place. Beautiful view of a lake. Peaceful atmosphere. And a lot of outdoor seating.  Clearly other people also enjoy this place. The number of tables available here is insane, but it was still nearly impossible to find seats on a gorgeous Sunday afternoon. We wandered around and kept finding more floors and more taken seats. We finally found a table on the corner of the second floor that was free.  Things I noticed while wandering: The lower floors were much quieter than the top ones. Indoor seating is very limited, so probably not a good idea to chill here if it's hot or raining.  I'm not a coffee person, so I was looking at teas/smoothie/dessert options available on their menu when we arrived. Then I saw they had gelato. Then I saw they had vegan gelato. Yes! I ordered the vegan gelato which was a blended combination of different berries. It was delicious.  Parking will probably be a struggle, but they have a larger lot across the street.  I wish Houston had more coffee shops like this. If only it wasn't a concrete jungle. Vegan gelato ", pos 
Mozart’s Coffee Roasters ," 6/21/2016 This place is the very definition of Austin, or at least what I think it is. Coffee, live music, and outdoor seating by the lake...doesn't that just scream Austin?  Came with a friend on a Thursday night around dinner time and found that it was surprisingly pretty crowded. The inside is pretty nice although most of the appeal, I suppose, is in the outdoor area where they had someone singing. Additionally, their bathrooms are located outdoors if that's any indication. Nonetheless, they still have plenty of seats indoors if that's not really your scene.  The people working there were super friendly even though my friend and I asked way too many questions and took forever to pay.  Even though it was nearly 100 degrees, I ordered a hot vanilla latte and an espresso mousse cake. I thought the latte was fine, although it was a little bitter for me (someone who doesn't like coffee). The dessert I got seemed overpriced to me, especially considering how mediocre I found it to be. It was literally just a dry cake doused in espresso, kind of a weird juxtaposition if you ask me.  But I'm still giving this place 4 stars because I really just love the vibe and the coffee honestly is good enough for me. Also, their other desserts look really good so I'll have to come back and try them another time! Vanilla Latte and espresso mousse cake ", pos 
Mozart’s Coffee Roasters ," 11/13/2015 Nice place to get coffee with a view. it has a huge outdoor deck area that sits on the lake. Pet friendly.  They carry your regular coffee shop fixes. Drip coffee, espressos, blended drinks. And then there is ice cream, a huge variety of baked goods and a few food items. Had the empanadas and quiche before. Both pretty good. not anything extraordinary but perfect for something to have with my coffee for a light breakfast.  Fun light show on the deck during the holiday season.  If you are in the area, definitely stop by! Latte and quiche with a view of the lake! ", pos 
Mozart’s Coffee Roasters ," 4/2/2016 1 check-in Be it a sunny or snowy, this place never fails to impress. Great variety of coffees, ample seating area and cool crowd! Love it! ", pos 
Mozart’s Coffee Roasters ," 11/3/2016 1 check-in loved it so much went twice...not the best breakfast tacos in ATX but great view, coffee, vibe. ", pos 
Mozart’s Coffee Roasters , 4/23/2016 Mozarts is the best! They have the best location next to the lake and you can even watch the sunset here. Food and drinks are ok-nothing special. I don't come here because their pastries are super delicious or anything. They have lots of seating area outside and everyone there-even the customers-are all very friendly. Top notch hangout/study place! , pos 
Mozart’s Coffee Roasters ," 2/22/2016 1 check-in Decent coffee and assortment of desserts, excellent views of the lake with plenty of seating, birds chirping...what else do you need to accompany your pleasant day drinking coffee? Perhaps live music but this is pretty close to being the prefect coffee shop. I live in NYC and there are literally dozens of fantastic coffee shops. The flat white I had here was badly made. It's the barista, stupid! Not the beans. Coffee meets dessert ", pos 
Mozart’s Coffee Roasters ," 4/17/2016 1 check-in After hearing all about this from locals, had to check it out!! Right off a pier and it is beautiful. Quaint perfect spot to grab coffee and hang around if wanted. Amble seating. After sitting outside by the pier and rain showers came on, we headed to what we thought was inside, but it was another outdoor area with a roof! Will definitely be coming back tomorrow and the day after that Menu! Morning goodies :) Great entrance way! See all photos from Jennifer B. for Mozart's Coffee Roasters ", pos 
Mozart’s Coffee Roasters ," 9/11/2016 Love this place. Can't get much better than sitting on the edge of the lake sipping a delicious cappuccino and watching the ducks and turtles.  Plenty of shade and seating outside.  Service is usually very good for as busy as they get. If they forget something, they always hop right on it. That's only happened once in a couple years.  The cappuccino is a proper drink as well with full ristretto shots and a creamy foam on top.  I had the strawberry cheesecake this past weekend and it was incredible. Creamy and whipped, light, and rich flavor.  The parking is tough but across from lake Austin Blvd you can park in the extra lot. ", pos 
Mozart’s Coffee Roasters ," 6/30/2016 I have come here many times.  On a date, with an old friend to catch up, late night after dinner for coffee and dessert.  It's perfect for anything.  They are open late.  They are right near the lake which is awesome.  Sometimes parking can be difficult though so beware.  How can I not give some place 5 stars that has java!  They're coffee drinks are delicious.  Their desserts are a wonderful way to end a meal.  Even if the parking lot looks super packed, and the lines are long...there are plenty of seating available.  I don't think I have ever had any issues with that.  If you are in Austin, you must try this out before you leave! ", pos 
Mozart’s Coffee Roasters ," 3/29/2016 4 check-ins Great spot to relax and unwind at the end of the day. Bring a book, a laptop, a friend, or nothing at all, just go for the coffee and the atmosphere. There is a great outdoor space with plenty of seating that overlooks the water. If being outdoors isn't your thing, there's plenty of indoor seating as well (upstairs and down), with large windows so you can still enjoy the view. It's such a relaxing place to enjoy coffee and conversation. Love this place. See all photos from Olivia H. for Mozart's Coffee Roasters ", pos 
Mozart’s Coffee Roasters ," 9/13/2016 I absolutely adore this place! The location cannot get better. I live in Austin so I know the best times to come (when there aren't as many tourists around) and when not to. I love the coffee here and the chai tea is wonderful! I've never had a bad experience. Also, the wonderful light display they have during the holidays is amazing! Mozarts Christmas lights ", pos 
Mozart’s Coffee Roasters ," 1/10/2016 4 check-ins The coffee's not anything to write home about but when you've got an almond milk latte in your hand and you're sitting in the January sunshine overlooking the lake it tastes glorious!  The location is what makes this place somewhere I keep coming back to - so much outside space there's always a sunny spot (or a shady one if you're so inclined) to sit in.  The coffee is good, not great, but definitely good - and they are always super accommodating of special requests.  Pastries are better than they look.  Mid range prices, ever charming service and good wifi mean I'll never complain about coming here for a meeting or a catch up. ", pos 
Mozart’s Coffee Roasters ," 11/7/2016 This is my favorite spot to get stuff done on my laptop while having an awesome scenery and getting wired with delicious coffee! I love sitting in the patio during the day with the view of Lake Austin. The one issue I have is the wifi. It's tough getting a good connection at times, but other than that I love this place. ", pos 
Mozart’s Coffee Roasters ," 9/7/2016 Fantastic place for a number of reasons, first being the environment. Great for intense work, creative writing, or reading. The coffee is pretty good, the pastry looks much better than it tastes though, which is not to say it's bad, but don't overindulge the first time, you'll waste it.  Other than that, this place is a find! ", pos 
Mozart’s Coffee Roasters ," 1/10/2016 1 check-in A view of the lake, indoor and out door seating, quiet people, loud people- they've got great atmosphere going on! The line is a bit long, but I can see why people come here. Families come and students study. They've got free wifi and a lot of space.  The coffee was pretty mediocre, but I'd definitely come here often to get things done or catch up with friends. They've got their own merchandise for sale, some sweets to go along with the coffee, and friendly baristas behind the counter.  Keeping Austin cute! ", pos 
Mozart’s Coffee Roasters ," 11/26/2015 1 check-in A wonderful patio sits along the water while an eclectic mix of visitors, locals, and folks from various walks of life enjoying the some sweets and coffee with one another. If this sounds like your cup of Morning Joe, this place will rock your socks!  However, if you're actually there to taste test their coffee like some kind of San Francisco snob *cough*, then you might not be so impressed. It's pretty average affair coffee -- we tried both a latte and a mocha, both fell pretty short. Milk tasted a bit overdone and the mocha wasn't anything special, just tons of syrup that ended up making the beverage too sweet to even enjoy.  It's a nice relaxing place to study or work, but just don't come expecting mind-blowing coffee. ", neutral 
Mozart’s Coffee Roasters , 8/1/2016 1 check-in Amazing coffee and ice cream with a view. Enjoyed the trendy coffee shop on the deck with friends! , pos 
Mozart’s Coffee Roasters ," 6/19/2016 Best latte in Austin and I'm from Seattle, so I know. Creamy delicious goodness. Full of people and great outdoor seating. Can't beat the location. ", pos 
Mozart’s Coffee Roasters , 3/17/2016 1 check-in Most relaxing cup of coffee I've ever ever had. The outdoor seating faces the river and boathouse and ducks and turtles and fish so keep your eyes open. Crowd was relaxed and quiet so you can bring work or just sit and think.  Service was nice and coffee was great. I'd also recommend the poppy seed cake which was a lot more filling than we expected.  Would love to come again! See all photos from May K. for Mozart's Coffee Roasters , pos 
Mozart’s Coffee Roasters ," 11/19/2015 1 check-in Excellent service. Welcoming and friendly!  My friends and I ordered 2 pastries that were not that great. We shared our thoughts with the manager, not trying to get free food or anything. He was very kind and receptive. He acted on our complaints immediately, and checked the freshness and of the desserts in the display case.  He made recommendations to us for the pastries that he liked. He gave us a sample of the items before serving it us. The samples were truly delicious. We got to reorder a carrot cake and a chocolate cake. Both were superb!  No complaints in the coffee department. We got a Vietnamese iced coffee, twas great. They were roasting a fresh batch of coffee, as my friends and I watched through the glass like creepers.  =D They were roasting coffee behind the glass ", pos 
Mozart’s Coffee Roasters ," 11/3/2015 1 check-in Here's a qualifier, this place is great for it's awesome outdoor deck, but the coffee .... eh.  I came here to get a flat white and they were a little confused about what I was asking for. This really looks like one of those mass production, touristy type of coffee places, except that they have free wifi, food, lots of (not so good) pastries, and an amazing outdoor space you can hang out in.  The inside is madness, there are usually two lines to order but you can't really tell, people don't really know what they want and spend anywhere between 5-10 minutes ordering sometimes two drinks. The drinks are ok, but the atmosphere is fun. The staff is friendly (but confused) and is eager to help in whatever you need. I enjoyed my ""flat white"" despite the coffee being quite bitter and the shot burned, because the deck is awesome.  The parking here is also dismal. But then again, you're not here for any of those, just the view right? ", pos 
Mozart’s Coffee Roasters ," 7/12/2016 1 check-in Cutesy, late night coffee shop on the lake that's definitive of Austin.    Awesome patio area over the lake coupled with live music as you drink coffee or snack on some desserts (stand cafe options: cakes, pastries, ice cream/gelato).  Like most places in Austin, it's pet friendly too!    We got their Mozart coffee ice cream that is made in house and their Mozart Mocha Special.. it was pretty damn good. ", pos 
Mozart’s Coffee Roasters ," 10/20/2016 Wonderful find here out on the lake. Plenty of sweet treats in the bakery display. Coffee is very great quality. Everything comes out very quickly. You tell them what you want, and you get in less then two minutes or so. You can sit inside or out by the water. Very pretty overlook. You get ceramic dishes and cups unless you get something iced or specify to go. I'd say it's a unique place to go. It was packed when I went and had to pay for parking but still didn't take away from the experience. You won't be disappointed. Truly an Austin gem. ", pos 
Mozart’s Coffee Roasters ," 10/7/2016 1 check-in Awesome coffee shop by the water. Worked here for hours and had the greatest time. Came here stressed and left in a great no stress mood. Bottom less ice coffee - such a great deal! Cool vibe by the water, nice staff, and clean bathrooms. Seriously can't wait to come back. ", pos 
Mozart’s Coffee Roasters , 11/21/2016 eaisily one of the coolest in Austin perfect for a first date! big Thanks to yobored.com for giving me my new favorate coffee spot , pos 
Mozart’s Coffee Roasters ," 12/9/2015 2 check-ins This place is great to drink a coffee and have a pie seeing a beautiful view. I've been there couple times and the atmosphere is very nice, especially because of the lake! I already tried apple pie and cannoli and of course many types of coffee. The apple pie is good but I didn't like the cannoli....just nothing special and no taste. People go there with family and groups and there are many students using tables with their computers. This month of December they have show of lights with Christmas song every end of each hour. Parking is free and is crowded but there are many spots in both sides of the street. I think almost $7 dollars for a small pie is expensive, maybe they are charging this price because there are many tourists and visitors over there. Most part of staff is friendly. They have wifi but it doesn't work because many people are trying to use it at the same time. So....I think the view worth it more than everything at this place. 4 stars because food and coffee are ok, nothing special to me and really expensive. Also the line to order is big and slow sometimes. Awesome end of Saturday afternoon @ Mozart's deck Coffee + canolli + autuum Canoli ", pos 
Mozart’s Coffee Roasters ," 7/7/2015 1 check-in You can't get much more relaxing than a lakeside coffee shop. The outside patio, upper deck, and lower deck are also besutiful. There has been live music every time I've been there at night.  Always a destination whenever I make a trip to Austin. Mozart's mocha special ", pos 
Mozart’s Coffee Roasters ," 6/21/2016 1 check-in The view of the water alone is enough to make me want to go back here. They have indoors and outdoors seating on two levels, so there's plenty of space and a niche for everyone. They offer bottomless hot or cold coffee as well. Aaaaand they have 8 different breakfast tacos, including two veggie options. It's a great spot to relax or to study. ", pos 
Mozart’s Coffee Roasters ," 4/8/2015 2 check-ins As many times I've ran by this place on my morning runs and tempo runs, I couldn't believe I never thought about coming to this place. Finally on my day off, I decide to come to this place partly because it was such a nice day and I need to get some work done for my class.  They have a private lot but it fills up pretty quickly and I was fortunate to get a parking spot. If I didn't, then across the street there's additional parking. When I go down the stairs there's a huge patio with people on their laptops and dogs just relaxing. When you enter there's two lines, it didn't occur to me to go to the other line which was shorter. Then again, I was thinking straight because lo and behold, there's the dessert display which is basically my kryptonite. Damn!  I was intrigued by the row of dessert cups and I tried the brownie tres leches which was so good. It went well with my iced coffee. What was even better was they had unlimited refills on iced coffee. Yes!  Remind me please to come here more often. Better to come in the early morning or maybe on your day off. Iced coffee Do you think I'll get a lot done? Brownie Tres Leeches Mousse. ", pos 
Mozart’s Coffee Roasters ," 7/30/2016 1 check-in The atmosphere here is perfect! Inside it is dim lit with candles at every table, very intimate; outside is right on Lake Austin with chill, live music playing. The coffee and desserts are delicious!! The prices are average and you can get bottomless cold brew! I live in San Antonio but will definitely make this a place I stop at any time I'm in Austin!! So relaxing! The coffee and dessert are delicious!!! ", pos 
Mozart’s Coffee Roasters ," 6/19/2016 2 check-ins Vegan friendly. Excellent location. Good coffee and tea. Vegan hot chili is tasty but sometimes it's not warm enough. They also have vegan tacos in the morning. If they aren't already prepared and available, don't order it. They take an insane amount of time to make fresh tacos. ", pos 
Mozart’s Coffee Roasters ," 6/26/2015 Listed in Best of Austin One of my favorite coffee shops in Austin!    Right on Lake Austin, it has amazing lakeside seating!    The coffee is pretty good, and they have a lot of food options, including breakfast tacos (some of which are vegetarian or vegan), pastries, baked goods, and desserts!  There's a lot of parking in front of the store, but there's also a big lot across the street!  It can get busy though!  Definitely a great place to sit and drink some coffee and relax!  Can't beat that view! Make some friends in the lake! Awesome view. ", pos 
Mozart’s Coffee Roasters , 6/24/2016 Hands down best mochachino! Yum yum! And the view is amazing ugh Perfect for an evening coffee break! It's right on the lake ! And dog friendly ! , pos 
Mozart’s Coffee Roasters ," 4/10/2016 I really like this place! though giving 3.5 stars. Here's why:  Pros: This is located in a beautiful west side of Austin, right next to the river. Great view from its patio. They offer variety of sweets/drinks at moderately high price, but some are still affordable. It gets pretty packed on weekends with young adults/college students.This is the place for people watching in Austin.  Cons: Wifi is not reliable at all. It's ridiculously slow and cut off every 3 minutes - so this is not a place for you if you are here to do some work on your laptop. It is a nice spot for reading a book or chatting with friends though! Their shared restroom needs some work as well. When I used it today, one still had a poop(eeeeeewww!) floating and the other one had no lock at the door...it was a hard choice, but I made it through... ", neutral 
Mozart’s Coffee Roasters ," 10/9/2016 Fantastic vibe.  I love the coffee and its a great place to bring kids.  Bring some bread to feed the ducks, turtles and fish and watch your child's eyes light up. ", pos 
Mozart’s Coffee Roasters ," 11/14/2016 Wished I came here at night, it would be so beautiful to see the light decorations.  Very relaxing to sit at the deck with their coffee and cake ", pos 
Mozart’s Coffee Roasters ," 11/6/2015 2 check-ins Really nice coffee shop that sits on top of Lake Austin. I love going on Saturday nights when they have live music on the dock/patio - couple the music with amazing coffee and the breathtaking view of the lake and you've an amazing place to sit, chill, chat with friends, and/or lounge around all night long.  Coffee is also really nice - they roast their coffees in house and their selections of drip coffee blends have varied nicely every time I've gone. It's like $3 for bottomless coffee - great deal and great coffee (all of their coffees are smooth with no astringency). They also have pastries, cakes, and ice cream; though I haven't tried any of them...I just stick with the coffee.  All in all, it's a great place to relax, study, bring out of town friends/family, etc.! ", pos 
Mozart’s Coffee Roasters , 6/9/2016 5 check-ins Best view in Austin from a coffee shop. They have the best outdoor seating with the best view. Drip coffee is expensive because they charge you for a bottomless though. A ton of excellent pastries & desserts! , pos 
Mozart’s Coffee Roasters ," 3/7/2016 2 check-ins Talk about ROMANTIC! When the sunsets, and you're enjoying a coffee on the deck overlooking the lake -- take a look at the couples around you who are ogling at each other and you know that some babies are definitely being made.  As I look at the sunset and sip my warm coffee I feel eyes ogling at me. Could it be? I look around me, guy at the other end of the beautiful deck? Nope. Guy under the massive tree erupting with Christmas lights? Nope. I look down..oh, it's my pug Goji.. staring at my cake. hmmmm. Well this cake is delicious. ", pos 
Mozart’s Coffee Roasters ," 11/13/2016 Great all around place, but they lose a star because they don't know what cannoli cream is really made of....seriously though a bird just shit on me right after I typed that! ", pos 
Mozart’s Coffee Roasters ," 1/14/2016 This place is awesome during any time of the year. Christmas is my favorite time to go because we usually get a couple coffees, sit on the main deck and watch the light show. They offer a cold drink, some sort of iced macchiato that is extremely sweet tasting and delicious. Their brownies and chocolate cakes are delectable, but their version of pumpkin pie left us a little unsatisfied.  A wonderful place to hang out. Part of the decorations for their Christmas light show. ", pos 
Mozart’s Coffee Roasters ," 9/18/2016 This is definitely my favorite coffee spot in Austin along with my dad's. I think the coffee is ""good"", but more-so, I just love the scenery. Sitting in a chill environment next to the lake is very nice. I live in Dallas and go there every time I visit Austin. ", pos 
Mozart’s Coffee Roasters ," 10/31/2015 1 check-in Took a chance and tried their special mocha because I figured roasters might make mocha better. They do. Key lime pie is gorgeously textured but too sweet seriously. Soft, textured eclairs. Stunning place to sit at. I hope they have WiFi. ", neutral 
Mozart’s Coffee Roasters ," 5/2/2016 I am giving this place a 4 because the location, patio, and view are wonderful and a great place for locals and tourists! Do I think the drinks are just exceptional? Not particularly, but it's a fun place to go. Highly recommended around Christmas time when they have a really fun Christmas light show on the patio. ", pos 
Mozart’s Coffee Roasters ," 4/3/2016 2 check-ins Love this for a study spot or really to just hang out. On a beautiful day in Austin, I will be here in a heart beat. They have a quite a variety of coffee, desserts, and surprisingly food (some sandwiches/wraps, quiche, bagels, chips, etc.)!!  Only downside is the unreliable wifi. The password is displayed everywhere but my computer/phone just won't connect sometimes. Probably because everyone and their mom is using it. Parking is no beuno either but what else is new. ", pos 
Mozart’s Coffee Roasters ," 2/17/2015 1 check-in Listed in desserts & sugar I'm not a huge fan of studying at coffee shops, which is maybe the reason why I've only been to this Austin classic a couple of times. I love how it overlooks the lake and how large the space is. There are steps that lead downstairs, and you can eat, read, study, and sip your coffee on what feels like a dock overlooking the lake. It's pretty cool. It also has a super chill feel to it - even the writing scratched into the old wooden tables adds to that feel, as weird as it sounds.  I've gotten to try a lot of their dessert over the past couple of years, and they have a huge selection of them as well as dessert drinks. Absolutely loved their tiramisu cheesecake - it was the perfect blend of sweetness from the cream, tartness from the cream cheese, and bitterness from the espresso flavor. It also had a perfect blend of all ingredients and textures. Easily one of the best not-tiramisu-but-still-tiramisu desserts I've ever had. carrot cake, caramel chocolate chip cheesecake, tiramisu cheesecake ", pos 
Mozart’s Coffee Roasters ," 7/18/2016 3 check-ins Listed in Austin - Favorite Food Places I am really surprised that Mozart's is not having over 1000 reviews because this is THE place that people visit for a good cup of coffee, a bite of sweet dessert, and a wonderful time with your friends and family. I wish I can actually count how many times I visited here; unfortunately, I can't because it's too many. I first found Mozart's when I was in college. It has been here for ... like forever. All UT students visit here for coffee, meeting, or for a good time. It can get pretty crowded, especially during the school time. Parking can get difficult but there is a parking lot across street from it that should provide a lot more spaces. I love it's next to a lake. It's spacious with lots of tables for all groups. For their coffee, I like their latte either hot or cold will work. On a hot Austin summer day, I like the ice cold latte. All the good memories I had here say a lot about this place. It's hard to describe the atmosphere here at Mozart's because you will have to visit to see it yourself. This is the place I will visit when I come back to Austin. ", pos 
Mozart’s Coffee Roasters ," 10/21/2015 Listed in Breakfast Austin The good: location, location, location! This is a beautiful place to enjoy lake views and (some) breeze. Bottomless coffee and iced coffee! You can get enough coffee for $4 to fuel a Himalayan expedition.  The bad: the food is blah. At least you're not paying $$$$ for it, just $$, so what you're actually paying is a location tax. I had a slice of quiche, and I think it was bacon spinach but I can't remember because it was unremarkable.  7/10, I would come here again to impress visitors, or to study all day. Not for quiche. ", pos 
Mozart’s Coffee Roasters ," 8/22/2015 1 check-in Great coffee shop for studying! They have bottomless iced tea and coffee, making it your go-to stop when hammering in your homework/tests.  My only gripe here is that the menu items can add up really quickly. But that's not really the fault of the business; more like just me wanting to eat everything! ", pos 
